"id";"nhogar";"miembro";"zona";"edad";"sexo";"parentes_2";"p5_2";"p6_a";"p6_b";"estado";"categori";"t13";"t14";"t15";"t18";"t19";"t28";"t29";"t29a";"t30";"sem_hs";"t33";"t34";"t35";"t37_cod_2";"t37_coda_2";"t38";"t39";"t40";"t41_cod_2";"t47";"t48";"t49";"t50a";"t50b";"t50c";"t50d";"t50e";"t50f";"t51_bis";"i1";"i4";"i6_3";"i10";"i11";"codioph";"ioph_2";"codioph_neto";"ioph_neto_2";"codios";"ios_2";"codioa";"ioa_2";"codlab";"inglab_2";"codi3_1x";"i3_1x_2";"codi3_2x";"i3_2x_2";"codi3_8x";"i3_8x_2";"codi3_est";"i3_est_2";"codi3_otr";"i3_otr_2";"codnolab";"ingnolab_2";"coding";"ingtot_2";"codi_tot";"itfb_2";"ipcfb_2";"e2";"e4";"e6";"e8";"e12";"e13";"e14";"edad_30";"nivel";"aesc";"m1";"m1_2";"m2_anio";"m3_anio";"tipcob2_2";"sn1_1";"sn1_7";"sn1_2";"sn1_3";"sn1_4";"sn1_5";"s8";"sn14";"sn16";"s28";"s29";"dh1";"dh2";"dh3";"t31_bis1";"t31_bis2";"t40bis_a";"t40bis_a1";"t40bis_a2";"t40bis_b";"t40bis_c";"t40bis_d";"t40bis_e1";"t40bis_e2";"t40bis_e3";"t40bis_f";"t40bis_g1";"t40bis_g2";"t40bis_g3";"t40bis_g4";"t40bis_g5";"t40bis_g6";"t40bis_h";"t40bis_a3_1";"t40bis_a3_2";"t40bis_a3_3";"t40bis_a3_5";"t40bis_a3_4";"ts1";"ts2";"ts3";"ts4_1";"ts4_2";"ts4_3";"ts4_4";"ts5_1";"ts5_2";"ts5_3";"ts5_4";"ts5_5";"i7_bis";"i8";"i9";"t12_bis";"t18_1";"t19_1";"t19_bis_1";"t20_1";"t21_1";"t22_1";"t48a_d";"t48b_d";"t50d_a";"t50d_b";"t50d_c";"t50d_d";"t50d_e";"t50d_f";"t51_d";"t23_1_cod";"t24_1_cod";"codi3_3x";"i3_3x_2";"codi3_4x";"i3_4x_2";"codi3_5x";"i3_5x_2";"codi3_6x";"i3_6x_2";"codi3_7x";"i3_7x_2";"codi3_81x";"i3_81x_2";"codi3_82x";"i3_82x_2";"codi3_11x";"i3_11x_2";"codi3_32x";"i3_32x_2";"codi3_33x";"i3_33x_2";"codi3_31x";"i3_31x_2";"codi3_12x";"i3_12x_2";"codi3_13x";"i3_13x_2";"codi3_10x";"i3_10x_2";"dominio";"fexp";"t48a";"t48b";"v2_2";"v4";"v12";"h1";"h2";"h3";"hacinam_2";"tipoho";"i_estratos";"i_canastas";"ca_canastas";"ct_canastas";"ca_pobreza";"ct_pobreza";"anio"
"522";"1";"3";"2";"7";"2";"3";"0";"1";"2";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"135000";"45000";"1";"3";"3";"3";"0";"0";"0";"7";"2";"2";"1";"1";"0";"1";"2";"1";"2";"2";"2";"2";"2";"2";"0";"2";"0";"0";"2";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"2586";"0";"0";"2";"3";"1";"1";"2";"3";"1";"3";"5";"5";"21785.88";"61830";"20520.38";"45364.22";"2020"
"523";"1";"1";"1";"40";"2";"1";"1";"0";"0";"1";"3";"0";"0";"0";"0";"0";"0";"0";"0";"2";"36";"1";"1";"2";"7000";"5";"2";"2";"4";"40331";"0";"0";"2";"2";"2";"1";"2";"2";"2";"2";"1";"0";"2";"0";"0";"1";"52000";"1";"52000";"1";"12000";"2";"0";"1";"64000";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"1";"64000";"1";"114000";"57000";"2";"0";"0";"0";"14";"1";"0";"39";"7";"19";"1";"1";"0";"1";"3";"2";"1";"2";"2";"2";"2";"2";"0";"1";"2";"0";"2";"2";"4";"2";"0";"3";"1";"0";"1";"2";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"2";"2";"2";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"4";"227";"0";"0";"2";"2";"1";"1";"1";"2";"1";"3";"5";"5";"16568.25";"34877.26";"15605.84";"27957.84";"2020"
"523";"1";"2";"1";"43";"1";"2";"1";"0";"0";"1";"2";"0";"0";"0";"0";"0";"0";"0";"0";"1";"40";"2";"0";"2";"7000";"5";"2";"1";"2";"43131";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"1";"50000";"1";"50000";"0";"0";"2";"0";"1";"50000";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"1";"50000";"1";"114000";"57000";"2";"0";"0";"0";"14";"1";"0";"43";"7";"19";"3";"3";"0";"1980";"3";"2";"1";"2";"2";"2";"2";"2";"0";"3";"0";"0";"1";"1";"4";"1";"2";"4";"0";"0";"0";"2";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"2";"1";"1";"2";"0";"3";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"4";"227";"5";"1";"2";"2";"1";"1";"1";"2";"1";"3";"5";"5";"16568.25";"34877.26";"15605.84";"27957.84";"2020"
"524";"1";"1";"2";"40";"2";"1";"1";"0";"0";"1";"3";"0";"0";"0";"0";"0";"0";"0";"0";"2";"42";"2";"0";"2";"8501";"7";"2";"2";"4";"41201";"0";"0";"2";"1";"2";"1";"2";"2";"2";"2";"1";"0";"2";"0";"0";"1";"125000";"1";"125000";"1";"30000";"2";"0";"1";"155000";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"1";"155000";"1";"205000";"41000";"2";"0";"0";"0";"14";"1";"0";"39";"7";"19";"1";"1";"0";"1";"4";"2";"2";"2";"1";"2";"2";"2";"0";"2";"1";"3";"2";"2";"4";"2";"0";"1";"0";"0";"0";"1";"1";"2";"2";"2";"1";"2";"1";"2";"2";"2";"2";"1";"2";"2";"2";"1";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"4";"328";"0";"0";"2";"4";"1";"1";"3";"4";"1";"3";"5";"5";"37164.14";"99650.84";"35005.36";"72965.89";"2020"
"524";"1";"2";"2";"58";"1";"2";"1";"0";"0";"1";"2";"0";"0";"0";"0";"0";"0";"0";"0";"1";"40";"2";"0";"2";"5300";"4";"2";"4";"3";"35133";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"2";"1";"50000";"1";"50000";"0";"0";"2";"0";"1";"50000";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"1";"50000";"1";"205000";"41000";"2";"0";"0";"0";"13";"2";"3";"58";"6";"15";"1";"1";"0";"1";"2";"1";"2";"2";"2";"2";"2";"2";"0";"2";"0";"0";"1";"1";"4";"2";"0";"4";"0";"0";"0";"2";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"1";"2";"0";"3";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"4";"328";"5";"1";"2";"4";"1";"1";"3";"4";"1";"3";"5";"5";"37164.14";"99650.84";"35005.36";"72965.89";"2020"
"524";"1";"3";"2";"12";"2";"3";"0";"2";"1";"3";"0";"2";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"1";"205000";"41000";"1";"1";"3";"7";"0";"0";"0";"12";"2";"6";"1";"1";"0";"1";"4";"2";"2";"2";"1";"2";"2";"2";"0";"2";"0";"0";"2";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"4";"328";"0";"0";"2";"4";"1";"1";"3";"4";"1";"3";"5";"5";"37164.14";"99650.84";"35005.36";"72965.89";"2020"
"524";"1";"4";"2";"11";"1";"3";"0";"2";"1";"3";"0";"2";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"1";"205000";"41000";"1";"1";"3";"5";"0";"0";"0";"10";"2";"4";"1";"1";"0";"1";"4";"2";"2";"2";"1";"2";"2";"2";"0";"2";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"4";"328";"0";"0";"2";"4";"1";"1";"3";"4";"1";"3";"5";"5";"37164.14";"99650.84";"35005.36";"72965.89";"2020"
"524";"1";"5";"2";"7";"1";"3";"0";"2";"1";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"205000";"41000";"1";"1";"3";"2";"0";"0";"0";"7";"2";"1";"1";"1";"0";"1";"4";"2";"2";"2";"1";"2";"2";"2";"0";"2";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"328";"0";"0";"2";"4";"1";"1";"3";"4";"1";"3";"5";"5";"37164.14";"99650.84";"35005.36";"72965.89";"2020"
"525";"1";"1";"1";"40";"2";"1";"5";"0";"0";"1";"3";"0";"0";"0";"0";"0";"0";"0";"0";"1";"48";"2";"0";"2";"8600";"7";"2";"2";"4";"40311";"0";"0";"1";"2";"2";"2";"2";"2";"2";"2";"1";"0";"2";"0";"0";"1";"50000";"1";"50000";"0";"0";"2";"0";"1";"50000";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"1";"50000";"1";"50000";"16667";"2";"0";"0";"0";"14";"1";"0";"39";"7";"19";"4";"4";"2008";"2008";"1";"2";"2";"2";"2";"2";"2";"2";"0";"3";"1";"2";"2";"2";"4";"2";"0";"3";"3";"0";"4";"2";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"1";"2";"1";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"4";"659";"0";"0";"2";"3";"1";"1";"2";"3";"1";"4";"3";"3";"23891.24";"67288.19";"22503.45";"48809.8";"2020"
"525";"1";"2";"1";"15";"1";"3";"6";"95";"1";"3";"0";"2";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"1";"50000";"16667";"1";"2";"7";"3";"0";"0";"0";"15";"4";"9";"4";"4";"2008";"2008";"2";"1";"2";"2";"2";"2";"2";"2";"0";"2";"0";"0";"1";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"4";"659";"0";"0";"2";"3";"1";"1";"2";"3";"1";"4";"3";"3";"23891.24";"67288.19";"22503.45";"48809.8";"2020"
"525";"1";"3";"1";"8";"1";"3";"0";"95";"1";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"50000";"16667";"1";"2";"3";"3";"0";"0";"0";"8";"2";"2";"1";"1";"0";"1";"2";"1";"2";"2";"2";"2";"2";"2";"0";"2";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"659";"0";"0";"2";"3";"1";"1";"2";"3";"1";"4";"3";"3";"23891.24";"67288.19";"22503.45";"48809.8";"2020"
"526";"1";"1";"1";"40";"1";"1";"2";"0";"0";"1";"3";"0";"0";"0";"0";"0";"0";"0";"0";"1";"35";"2";"0";"1";"8401";"6";"1";"2";"4";"3001";"0";"0";"2";"1";"1";"1";"1";"1";"2";"1";"1";"0";"2";"0";"0";"1";"120000";"1";"120000";"0";"0";"2";"0";"1";"120000";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"1";"120000";"1";"190000";"63333";"2";"0";"0";"0";"14";"1";"0";"40";"7";"19";"2";"2";"0";"2000";"3";"2";"1";"2";"2";"2";"2";"2";"0";"3";"0";"0";"1";"1";"4";"1";"2";"1";"0";"0";"0";"1";"1";"2";"2";"2";"1";"1";"1";"2";"2";"2";"2";"2";"2";"1";"2";"1";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"4";"355";"0";"0";"2";"4";"1";"1";"1";"4";"1";"3";"6";"5";"20504.36";"46343.32";"19313.3";"37746";"2020"
"526";"1";"2";"1";"35";"2";"2";"2";"0";"0";"1";"3";"0";"0";"0";"0";"0";"0";"0";"0";"1";"40";"2";"0";"2";"8401";"6";"1";"2";"4";"11331";"0";"0";"2";"1";"1";"1";"1";"1";"2";"1";"1";"0";"2";"0";"0";"1";"70000";"1";"70000";"0";"0";"2";"0";"1";"70000";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"1";"70000";"1";"190000";"63333";"2";"0";"0";"0";"14";"1";"0";"34";"7";"19";"2";"2";"0";"2004";"3";"2";"1";"2";"2";"2";"2";"2";"0";"2";"1";"1";"2";"2";"4";"2";"0";"1";"0";"0";"0";"1";"1";"1";"1";"2";"1";"2";"1";"2";"2";"2";"2";"1";"2";"1";"2";"1";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"4";"355";"0";"0";"2";"4";"1";"1";"1";"4";"1";"3";"6";"5";"20504.36";"46343.32";"19313.3";"37746";"2020"
"526";"1";"3";"1";"3";"1";"3";"0";"1";"2";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"190000";"63333";"1";"2";"16";"0";"0";"0";"0";"2";"1";"0";"1";"1";"0";"1";"3";"2";"1";"2";"2";"2";"2";"2";"0";"2";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"355";"0";"0";"2";"4";"1";"1";"1";"4";"1";"3";"6";"5";"20504.36";"46343.32";"19313.3";"37746";"2020"
"527";"1";"1";"1";"40";"1";"1";"1";"0";"0";"1";"3";"0";"0";"0";"0";"0";"0";"0";"0";"1";"40";"2";"0";"2";"8401";"6";"1";"2";"4";"20331";"0";"0";"2";"1";"1";"1";"1";"1";"2";"1";"1";"0";"2";"0";"0";"9";"70000";"9";"70000";"0";"0";"2";"0";"9";"70000";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"9";"70000";"9";"130000";"43333";"2";"0";"0";"0";"14";"2";"2";"39";"7";"18";"3";"3";"0";"2015";"5";"1";"2";"2";"1";"2";"2";"2";"0";"2";"0";"0";"1";"1";"4";"2";"0";"1";"0";"0";"0";"1";"1";"2";"2";"2";"1";"2";"1";"2";"2";"2";"2";"1";"2";"1";"1";"1";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"4";"466";"0";"0";"2";"4";"1";"1";"1";"4";"1";"3";"5";"5";"20412.82";"46214.7";"19227.08";"37653.06";"2020"
"527";"1";"2";"1";"37";"2";"2";"1";"0";"0";"1";"3";"0";"0";"0";"0";"0";"0";"0";"0";"1";"40";"2";"0";"2";"101";"10";"2";"3";"4";"20331";"0";"0";"2";"1";"1";"1";"1";"1";"2";"1";"1";"0";"2";"0";"0";"9";"60000";"9";"60000";"0";"0";"2";"0";"9";"60000";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"9";"60000";"9";"130000";"43333";"2";"0";"0";"0";"13";"1";"0";"37";"7";"17";"6";"6";"0";"2009";"3";"2";"1";"2";"2";"2";"2";"2";"0";"2";"1";"1";"2";"2";"4";"2";"0";"1";"0";"0";"0";"1";"1";"2";"2";"2";"1";"1";"2";"2";"2";"2";"2";"2";"2";"1";"1";"1";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"4";"466";"0";"0";"2";"4";"1";"1";"1";"4";"1";"3";"5";"5";"20412.82";"46214.7";"19227.08";"37653.06";"2020"
"527";"1";"3";"1";"3";"2";"3";"0";"1";"2";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"9";"130000";"43333";"1";"3";"17";"0";"0";"0";"0";"3";"1";"0";"1";"1";"0";"1";"5";"1";"1";"2";"2";"2";"2";"2";"0";"1";"0";"0";"2";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"466";"0";"0";"2";"4";"1";"1";"1";"4";"1";"3";"5";"5";"20412.82";"46214.7";"19227.08";"37653.06";"2020"
"528";"1";"1";"1";"41";"1";"1";"1";"0";"0";"1";"3";"0";"0";"0";"0";"0";"0";"0";"0";"1";"45";"2";"0";"2";"6100";"5";"2";"2";"4";"43331";"0";"0";"2";"1";"1";"1";"1";"1";"1";"1";"1";"0";"2";"0";"0";"1";"40000";"1";"40000";"0";"0";"2";"0";"1";"40000";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"1";"40000";"1";"40000";"13333";"1";"3";"13";"2";"0";"0";"0";"41";"6";"13";"6";"6";"0";"2007";"2";"1";"2";"2";"2";"2";"2";"2";"0";"2";"0";"0";"1";"1";"4";"2";"0";"3";"2";"0";"1";"1";"1";"2";"2";"2";"1";"2";"1";"2";"2";"2";"2";"1";"2";"2";"1";"1";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"4";"561";"0";"0";"2";"3";"1";"1";"2";"3";"1";"3";"2";"2";"21328.19";"61531.09";"20089.28";"45238.59";"2020"
"528";"1";"2";"1";"42";"2";"2";"1";"0";"0";"2";"0";"0";"0";"4";"1";"2019";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"1";"40000";"13333";"1";"3";"13";"5";"0";"0";"0";"42";"6";"16";"1";"1";"0";"1";"2";"1";"2";"2";"2";"2";"2";"1";"2";"2";"1";"1";"2";"2";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"3";"2";"3";"0";"0";"0";"0";"0";"0";"0";"8600";"40112";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"2";"0";"4";"561";"0";"0";"2";"3";"1";"1";"2";"3";"1";"3";"2";"2";"21328.19";"61531.09";"20089.28";"45238.59";"2020"
